STRUCTURE_NUMBER_008,LOCATION_009,"coordinates (lat, lon)",_year_built,_super_cond,N_i,lambda_i,p_truck,s_elem,V_elem,V_age,s_des,V_des,Risk_truck,Risk_Rank,Risk_Level,Risk_Explanation,Street_View_URL
121020050003242.000,'IH 610 @ IH 45 (INTERCHG)',"29.696875, -95.286219",1981,7,1,0.1,0.095162582,1,0.666666667,1.257142857,1,0.666666667,0.053170205,3340,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.696875,-95.286219"
22200000816251.000,'0.4 MI W OF HULEN ST.',"32.682986, -97.400128",1981,7,1,0.1,0.095162582,1,0.666666667,1.257142857,1,0.666666667,0.053170205,3340,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.682986,-97.400128"
10920004718237.000,'0.90 MI W OF SH 91',"33.670525, -96.609964",1981,7,1,0.1,0.095162582,1,0.666666667,1.257142857,1,0.666666667,0.053170205,3340,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.670525,-96.609964"
100930049507301.000,'0.75 MI E OF SH 322',"32.449967, -94.709081",1967,6,1,0.1,0.095162582,2,1,1.657142857,0,0.333333333,0.052565998,3352,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.449967,-94.709081"
150070001704204.000,'0.70 MI SW OF FM 2790',"29.222022, -98.794314",1967,6,1,0.1,0.095162582,2,1,1.657142857,0,0.333333333,0.052565998,3352,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.222022,-98.794314"
180570237402444.000,'1.1 MI E OF JUPITER RD',"32.868078, -96.667947",1967,6,1,0.1,0.095162582,2,1,1.657142857,0,0.333333333,0.052565998,3352,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.868078,-96.667947"
180570237402354.000,'1.1 MI E OF JUPITER RD',"32.868222, -96.667733",1967,6,1,0.1,0.095162582,2,1,1.657142857,0,0.333333333,0.052565998,3352,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.868222,-96.667733"
100930049507274.000,'1.90 MI E OF SH 42',"32.434342, -94.830083",1967,6,1,0.1,0.095162582,2,1,1.657142857,0,0.333333333,0.052565998,3352,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.434342,-94.830083"
22200036303020.000,'NB FRTG RD W OF CARSON ST',"32.788758, -97.255781",1967,6,1,0.1,0.095162582,2,1,1.657142857,0,0.333333333,0.052565998,3352,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.788758,-97.255781"
180570237401105.000,'2.8 MI SE OF SKILLMAN ST',"32.874525, -96.683033",1967,6,1,0.1,0.095162582,2,1,1.657142857,0,0.333333333,0.052565998,3352,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.874525,-96.683033"
240720212102200.000,'0.4 MI W OF US 62',"31.777131, -106.428339",1967,6,1,0.1,0.095162582,2,1,1.657142857,0,0.333333333,0.052565998,3352,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.777131,-106.428339"
150150007308177.000,'1.10 MI S  OF IH 410',"29.315681, -98.406314",1967,6,1,0.1,0.095162582,2,1,1.657142857,0,0.333333333,0.052565998,3352,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.315681,-98.406314"
121020027117321.000,'1.9 MI S OF US 59',"29.698525, -95.459231",1967,6,1,0.1,0.095162582,2,1,1.657142857,0,0.333333333,0.052565998,3352,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.698525,-95.459231"
150150007308080.000,'1.80 MI S  OF IH 410',"29.307594, -98.399336",1967,6,1,0.1,0.095162582,2,1,1.657142857,0,0.333333333,0.052565998,3352,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.307594,-98.399336"
121020027117487.000,'1.9 MI S OF US 59',"29.698567, -95.458989",1967,6,1,0.1,0.095162582,2,1,1.657142857,0,0.333333333,0.052565998,3352,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.698567,-95.458989"
150950053501190.000,'0.8 MI W OF SH 123',"29.599222, -97.965064",1967,6,1,0.1,0.095162582,2,1,1.657142857,0,0.333333333,0.052565998,3352,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.599222,-97.965064"
150950053501061.000,'0.8 MI W OF SH 123',"29.599483, -97.9651",1967,6,1,0.1,0.095162582,2,1,1.657142857,0,0.333333333,0.052565998,3352,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.599483,-97.965100"
150950053501054.000,'0.25 MI E OF SH 46',"29.587189, -97.988856",1967,6,1,0.1,0.095162582,2,1,1.657142857,0,0.333333333,0.052565998,3352,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.587189,-97.988856"
100930049507276.000,'2.05 MI E OF SH 42',"32.434392, -94.829053",1967,6,1,0.1,0.095162582,2,1,1.657142857,0,0.333333333,0.052565998,3352,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.434392,-94.829053"
100930049507299.000,'0.30 MI E OF SH 322',"32.447089, -94.716564",1967,6,1,0.1,0.095162582,2,1,1.657142857,0,0.333333333,0.052565998,3352,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.447089,-94.716564"
150950053501055.000,'0.25 MI E OF SH 46',"29.587286, -97.989147",1967,6,1,0.1,0.095162582,2,1,1.657142857,0,0.333333333,0.052565998,3352,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.587286,-97.989147"
180570237401052.000,'2.13 MI E OF US 75',"32.9091, -96.732542",1967,6,1,0.1,0.095162582,2,1,1.657142857,0,0.333333333,0.052565998,3352,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.909100,-96.732542"
222400001804154.000,'8.90 MI N  OF US 83',"27.879208, -99.399883",1982,8,1,0.1,0.095162582,1,0.666666667,1.228571429,1,0.666666667,0.051961791,3371,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.879208,-99.399883"
222400001804155.000,'8.90 MI N  OF US 83',"27.879203, -99.399672",1982,8,1,0.1,0.095162582,1,0.666666667,1.228571429,1,0.666666667,0.051961791,3371,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.879203,-99.399672"
121700AA1655094,'0.25 MI N OF SPG PINES DR',"30.144789, -95.441611",1982,7,1,0.1,0.095162582,1,0.666666667,1.228571429,1,0.666666667,0.051961791,3371,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.144789,-95.441611"
22200017209164.000,'3.25 MI S OF FM 157',"32.561042, -97.114439",1982,8,1,0.1,0.095162582,1,0.666666667,1.228571429,1,0.666666667,0.051961791,3371,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.561042,-97.114439"
22200017209163.000,'3.25 MI S OF FM 157',"32.560886, -97.114042",1982,7,1,0.1,0.095162582,1,0.666666667,1.228571429,1,0.666666667,0.051961791,3371,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.560886,-97.114042"
121020050801427.000,'1.25 MI E OF SHELDON RD',"29.786, -95.104956",1982,7,1,0.1,0.095162582,1,0.666666667,1.228571429,1,0.666666667,0.051961791,3371,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.786000,-95.104956"
121020038913268.000,'AT INT SH 146 & SPUR 330',"29.746811, -94.986342",1982,7,1,0.1,0.095162582,1,0.666666667,1.228571429,1,0.666666667,0.051961791,3371,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.746811,-94.986342"
150150002502183.000,'1.00 MI E  OF US 87',"29.413033, -98.431739",1968,6,1,0.1,0.095162582,2,1,1.628571429,0,0.333333333,0.051659687,3378,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.413033,-98.431739"
150150002408132.000,'0.7 MI W OF SH 151',"29.407483, -98.599617",1968,6,1,0.1,0.095162582,2,1,1.628571429,0,0.333333333,0.051659687,3378,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.407483,-98.599617"
150150002408147.000,'0.70 MI W  OF SPUR 371',"29.403856, -98.548408",1968,6,1,0.1,0.095162582,2,1,1.628571429,0,0.333333333,0.051659687,3378,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.403856,-98.548408"
150150002408133.000,'0.7 MI W OF SH 151',"29.407322, -98.599644",1968,6,1,0.1,0.095162582,2,1,1.628571429,0,0.333333333,0.051659687,3378,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.407322,-98.599644"
150150002502186.000,'1.90 MI SW OF IH 410',"29.424839, -98.421514",1968,6,1,0.1,0.095162582,2,1,1.628571429,0,0.333333333,0.051659687,3378,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.424839,-98.421514"
61560000504209.000,'2.55 Mi E of SH 137',"32.1401, -101.76335",1968,6,1,0.1,0.095162582,2,1,1.628571429,0,0.333333333,0.051659687,3378,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.140100,-101.763350"
61560000504206.000,'At JCT of SH 137/IH 20',"32.138478, -101.805911",1968,6,1,0.1,0.095162582,2,1,1.628571429,0,0.333333333,0.051659687,3378,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.138478,-101.805911"
121020027116493.000,'0.55 MI NE OF MLK BLVD',"29.688933, -95.332156",1968,6,1,0.1,0.095162582,2,1,1.628571429,0,0.333333333,0.051659687,3378,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.688933,-95.332156"
61560000504207.000,'IH 20 at SH 137',"32.1383, -101.805864",1968,6,1,0.1,0.095162582,2,1,1.628571429,0,0.333333333,0.051659687,3378,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.138300,-101.805864"
90140018404034.000,'0.78 MI SE OF IH 35',"31.079653, -97.38255",1968,6,1,0.1,0.095162582,2,1,1.628571429,0,0.333333333,0.051659687,3378,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.079653,-97.382550"
121020027107318.000,'.2MI N LOUISIANA&FRANKLIN',"29.768733, -95.3639",1968,6,1,0.1,0.095162582,2,1,1.628571429,0,0.333333333,0.051659687,3378,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.768733,-95.363900"
90140018404033.000,'0.77 MI SE OF IH 35',"31.080728, -97.382275",1968,6,1,0.1,0.095162582,2,1,1.628571429,0,0.333333333,0.051659687,3378,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.080728,-97.382275"
121020027116248.000,'0.55 MI NE OF MLK BLVD',"29.688789, -95.332022",1968,6,1,0.1,0.095162582,2,1,1.628571429,0,0.333333333,0.051659687,3378,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.688789,-95.332022"
150150002502182.000,'1.00 MI E  OF US 87',"29.413181, -98.431936",1968,6,1,0.1,0.095162582,2,1,1.628571429,0,0.333333333,0.051659687,3378,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.413181,-98.431936"
150150007309092.000,'IH 37 @ LOOP 1604',"29.218131, -98.412706",1968,6,1,0.1,0.095162582,2,1,1.628571429,0,0.333333333,0.051659687,3378,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.218131,-98.412706"
150150007308203.000,'4.30 MI S  OF IH 10',"29.352694, -98.428206",1969,6,1,0.1,0.095162582,2,1,1.6,0,0.333333333,0.050753377,3393,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.352694,-98.428206"
180570237402325.000,'3.55 Mi N of Elam Rd',"32.769056, -96.622392",1969,6,1,0.1,0.095162582,2,1,1.6,0,0.333333333,0.050753377,3393,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.769056,-96.622392"
201240020011088.000,'3.5 MI N OF US 90',"30.117169, -94.145269",1969,6,1,0.1,0.095162582,2,1,1.6,0,0.333333333,0.050753377,3393,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.117169,-94.145269"
201240020014115.000,'1.7 MI E OF SH 93',"30.033256, -94.062517",1969,6,1,0.1,0.095162582,2,1,1.6,0,0.333333333,0.050753377,3393,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.033256,-94.062517"
201240020014086.000,'0.80 MI S OF SP 380',"30.025589, -94.054714",1969,6,1,0.1,0.095162582,2,1,1.6,0,0.333333333,0.050753377,3393,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.025589,-94.054714"
150150007308047.000,'0.90 MI S  OF IH 10',"29.384256, -98.469847",1969,6,1,0.1,0.095162582,2,1,1.6,0,0.333333333,0.050753377,3393,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.384256,-98.469847"
240720212102194.000,'0.20 MI SW OF SH20 (MESA)',"31.760939, -106.493122",1969,6,1,0.1,0.095162582,2,1,1.6,0,0.333333333,0.050753377,3393,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.760939,-106.493122"
82090010702070.000,'17.45 MI NE OF JONES C/L',"32.70665, -99.423894",1969,6,1,0.1,0.095162582,2,1,1.6,0,0.333333333,0.050753377,3393,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.706650,-99.423894"
150150007308196.000,'IH 37 @ IH 410',"29.329336, -98.415925",1969,6,1,0.1,0.095162582,2,1,1.6,0,0.333333333,0.050753377,3393,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.329336,-98.415925"
150150007308200.000,'IH 37 at IH 410',"29.329256, -98.415667",1969,6,1,0.1,0.095162582,2,1,1.6,0,0.333333333,0.050753377,3393,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.329256,-98.415667"
150150007308046.000,'0.90 MI S  OF IH 10',"29.384233, -98.4694",1969,6,1,0.1,0.095162582,2,1,1.6,0,0.333333333,0.050753377,3393,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.384233,-98.469400"
150150007308197.000,'IH 37 at IH 410',"29.329361, -98.415392",1969,6,1,0.1,0.095162582,2,1,1.6,0,0.333333333,0.050753377,3393,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.329361,-98.415392"
150150007308202.000,'4.30 MI S  OF IH 10',"29.352772, -98.427997",1969,6,1,0.1,0.095162582,2,1,1.6,0,0.333333333,0.050753377,3393,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.352772,-98.427997"
21840031407061.000,'0.9 MI W OF FM1884',"32.728358, -97.822411",1969,6,1,0.1,0.095162582,2,1,1.6,0,0.333333333,0.050753377,3393,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.728358,-97.822411"
41800009003039.000,'JCT IH 40 & SH 214',"35.269897, -102.655989",1969,6,1,0.1,0.095162582,2,1,1.6,0,0.333333333,0.050753377,3393,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.269897,-102.655989"
150150052106201.000,'IH 410 @ IH 37',"29.329725, -98.41565",1969,6,1,0.1,0.095162582,2,1,1.6,0,0.333333333,0.050753377,3393,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.329725,-98.415650"
180570237402436.000,'3.55 Mi N of Elam Rd',"32.768989, -96.622603",1969,6,1,0.1,0.095162582,2,1,1.6,0,0.333333333,0.050753377,3393,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.768989,-96.622603"
150150052106199.000,'IH 410  IH 37',"29.328625, -98.416417",1969,6,1,0.1,0.095162582,2,1,1.6,0,0.333333333,0.050753377,3393,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.328625,-98.416417"
22200106801162.000,'0.8 MILE WEST OF IH 820',"32.732989, -97.495111",1983,7,1,0.1,0.095162582,1,0.666666667,1.2,1,0.666666667,0.050753377,3411,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.732989,-97.495111"
150150052104335.000,'0.95 Mi E OF FM 2252',"29.519658, -98.398756",1983,7,1,0.1,0.095162582,1,0.666666667,1.2,1,0.666666667,0.050753377,3411,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.519658,-98.398756"
121020B44185001,'0.30 MI W OF ELDRIDGE RD',"29.779931, -95.623869",1983,7,1,0.1,0.095162582,1,0.666666667,1.2,1,0.666666667,0.050753377,3411,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.779931,-95.623869"
132350AA0145001,'5.80 MI N OF US 87',"28.912519, -97.0858",1983,7,1,0.1,0.095162582,1,0.666666667,1.2,1,0.666666667,0.050753377,3411,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.912519,-97.085800"
100010052009059.000,'0.20 MI E OF US 79',"31.744258, -95.651925",1983,8,1,0.1,0.095162582,1,0.666666667,1.2,1,0.666666667,0.050753377,3411,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.744258,-95.651925"
180710017205170.000,'2.2 MI SE OF FM 878',"32.359561, -96.802",1983,7,1,0.1,0.095162582,1,0.666666667,1.2,1,0.666666667,0.050753377,3411,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.359561,-96.802000"
180710017205169.000,'2.2 MI SE OF FM 878',"32.359669, -96.801697",1983,7,1,0.1,0.095162582,1,0.666666667,1.2,1,0.666666667,0.050753377,3411,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.359669,-96.801697"
142270B05735001,'0.1 MI W BARTON SPRGS RD',"30.269097, -97.778389",1983,8,1,0.1,0.095162582,1,0.666666667,1.2,1,0.666666667,0.050753377,3411,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.269097,-97.778389"
150150052104240.000,'0.45 Mi E of FM 2252',"29.516083, -98.402933",1983,7,1,0.1,0.095162582,1,0.666666667,1.2,1,0.666666667,0.050753377,3411,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.516083,-98.402933"
100930C00230001,'0.35 MI E OF SH 42',"32.517106, -94.84445",1983,8,1,0.1,0.095162582,1,0.666666667,1.2,1,0.666666667,0.050753377,3411,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.517106,-94.844450"
150150052104241.000,'0.45 Mi E of FM 2252',"29.516358, -98.403122",1983,7,1,0.1,0.095162582,1,0.666666667,1.2,1,0.666666667,0.050753377,3411,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.516358,-98.403122"
161260037304027.000,'SH 44 @ SH 359',"27.780908, -98.018",1983,7,1,0.1,0.095162582,1,0.666666667,1.2,1,0.666666667,0.050753377,3411,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.780908,-98.018000"
